what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365870330
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1321365874944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321365882569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321365902198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366010400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366016814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366041344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366042405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366182833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366184958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366771863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366773406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366804073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366806053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366827979
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321366830089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366834648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366836308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1321366836317
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321366839670
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321366840225
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321366843819
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321366845807
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321366851008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366856025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366858030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1321366858037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366858925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366907448
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321366909046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1321366911393
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1321366911562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321366912286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321366913935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321366946675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366960605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366960792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321366966927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366970905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321366972362
