what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1321380917911
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1321380917911
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1321380917912
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1321380917912
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1321380917913
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1321380917913
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1321380917914
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1321380917915
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1321380917916
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321380917916
started,bundle,org.eclipse.cdt.core,5.3.1.201109151620,"org.eclipse.cdt.core",1321380917923
started,bundle,org.eclipse.cdt.make.core,7.1.1.201109151620,"org.eclipse.cdt.make.core",1321380917924
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.core",1321380917925
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1321380917926
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201109151620,"org.eclipse.cdt.codan.core",1321380917926
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1321380917927
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1321380917927
started,bundle,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui",1321380917928
started,bundle,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui",1321380917929
os,sysinfo,,,"win32",1321380917932
arch,sysinfo,,,"x86",1321380917932
ws,sysinfo,,,"win32",1321380917932
locale,sysinfo,,,"cs_CZ",1321380917932
processors,sysinfo,,,"2",1321380917932
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1321380917932
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1321380917932
java.specification.name,sysinfo,,,"Java Platform API Specification",1321380917932
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321380917932
java.specification.version,sysinfo,,,"1.6",1321380917932
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1321380917932
java.version,sysinfo,,,"1.6.0_25",1321380917932
java.vm.info,sysinfo,,,"mixed mode, sharing",1321380917932
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1321380917932
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321380917932
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321380917932
java.vm.specification.version,sysinfo,,,"1.0",1321380917932
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1321380917932
java.vm.version,sysinfo,,,"20.0-b11",1321380917932
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1321380922611
