what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922718303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922748234
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322922750144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922754189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922819096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1322922819136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1322922819136
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922822144
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1322922824731
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322922825304
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922825493
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922825555
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322922851457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922853929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922855770
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322922862539
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922864835
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922885764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322922887246
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922889003
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322922893066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922894991
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922896840
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322922897747
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922903643
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322922918778
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322922918975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922925631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922939596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322922941095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923212205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923226439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923374866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322923381204
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923391277
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923403805
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923404021
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923404159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923437311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923445019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923557575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923572071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923583111
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923592433
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923592926
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923592955
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923592985
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923593014
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923593300
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923593468
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923593645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923597226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322923605561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322923605840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322923606355
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923610853
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923611041
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923611198
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923611356
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923611493
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923611681
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923611976
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923613344
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923613543
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1322923615317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923616908
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923623560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923624615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923628894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923732943
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923744296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923744472
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923744629
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923744777
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923744925
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923745102
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322923745388
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1322923746135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923747876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923767692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923784927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923807959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923812252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322923825036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322923839551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923858959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923926546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923928879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923933739
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322923933753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923935273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923939770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322923939779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923941311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923972506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923974120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923976777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923977631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923978335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322923978919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924089451
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322924091551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924121855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924140203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322924165257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322924169163
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322924177064
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322924190264
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322924190902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924194752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924195868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924196295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924331171
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322924334556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322924349509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924358592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924364595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924371704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924372605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924373032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322924401155
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322924407056
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322924407312
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322924407459
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322924407607
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322924407764
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322924407922
